transaction_id,transaction_date,transaction_status,user_id,transaction_amount
Z15MOX72XKQL870RHP438WUWM35791,22-07-2021,success,CN802W282,338
U13NCP07BQQF636BCM598LOQJ91939,24-06-2021,success,AO305P644,1202
K63QLP10ARYU285ZMQ265HERA32217,19-07-2021,success,KG200J267,201
E89NMT17NRKH851PCA066LART91875,27-06-2021,success,IS435E337,1173
T59JRH89SKPI150QJG729KZNR21106,30-12-2021,success,XC661G681,1355
N14BGG21OBOH425ANH041ZHTQ80665,27-04-2021,success,QU883P243,961
H95ISS37LXTB473DZS111IGXT80501,03-01-2021,success,BS468I461,167
W22FMI15GPCZ310SRK588LBSR40796,02-04-2021,success,RX624I496,245
Q80BLK35CTST885ZOE173YBXF78352,27-09-2021,success,KZ274Z395,831
C65PJX63EHFL458IKC576XLXP86552,11-08-2021,success,VF003C360,440
H99JXF29XIXP674TFJ807YVWW76430,24-11-2021,success,GJ306C092,1070
R86QCW53FZZG208ITP720CQPD42042,09-07-2021,success,YG069L426,1019
T93FKW50YJLP275RDF864NPEU25634,23-05-2021,success,YD712U986,1034
D40BEU97HNQM341LIC654BEXY84864,18-01-2021,success,AG094K007,657
M07EEF31VYVC319NLG271QLCJ85044,31-03-2021,success,LM067V409,222
I94YHR27RWJA235YZW962QSUW05180,12-04-2021,success,SH524Y065,607
T38SAR34DYVP361WYO763MWFK61109,19-10-2021,success,LM067V409,64
W22XOR30KFPJ943EUB644JVPC39061,21-07-2021,success,BV906G209,423
J81DBB48UVDP154XZD882TUPO57692,09-02-2021,success,AE308Y252,48
X31ZFY41GQGR463KWH677WDOH31624,09-08-2021,success,RI177C089,542
N43PXM75TEIV675HBC612ATFM01039,11-06-2021,success,OG961L587,1034
N50JCN78HBZR858GSQ379ZUDQ03104,20-01-2021,success,RI177C089,710
R74YSM07FWGR737PEG621HLBT77325,07-03-2021,success,RK898E011,90
K51ZHN10VTXS508MTP233RHLN72295,06-09-2021,success,AD198A662,1453
H14UJB69DHPY526ULS352FXXS79690,25-02-2021,success,MZ136U171,858
H89DFH76QJIF035NOM288TGZE83140,07-06-2021,success,MS747P519,20
